Index,Bacteria/Host species,Download link
Prophage,Enterococcus lactis,wget https://gmpsdb.cn/api/download/prophage/973/download/ -O PROPHAGE_Enterococcus_lactis.tar.gz
Prophage,Enterococcus thailandicus,wget https://gmpsdb.cn/api/download/prophage/974/download/ -O PROPHAGE_Enterococcus_thailandicus.tar.gz
Prophage,Erysipelatoclostridium ramosum,wget https://gmpsdb.cn/api/download/prophage/975/download/ -O PROPHAGE_Erysipelatoclostridium_ramosum.tar.gz
Prophage,Escherichia coli,wget https://gmpsdb.cn/api/download/prophage/976/download/ -O PROPHAGE_Escherichia_coli.tar.gz
Prophage,Eubacterium callanderi,wget https://gmpsdb.cn/api/download/prophage/977/download/ -O PROPHAGE_Eubacterium_callanderi.tar.gz
Prophage,Eubacterium hominis,wget https://gmpsdb.cn/api/download/prophage/978/download/ -O PROPHAGE_Eubacterium_hominis.tar.gz
Prophage,Eubacterium limosum,wget https://gmpsdb.cn/api/download/prophage/979/download/ -O PROPHAGE_Eubacterium_limosum.tar.gz
Prophage,Eubacterium shenzhen,wget https://gmpsdb.cn/api/download/prophage/980/download/ -O PROPHAGE_Eubacterium_shenzhen.tar.gz
Prophage,Faecalibacillus intestinalis,wget https://gmpsdb.cn/api/download/prophage/981/download/ -O PROPHAGE_Faecalibacillus_intestinalis.tar.gz
Prophage,Faecalibacterium prausnitzii,wget https://gmpsdb.cn/api/download/prophage/982/download/ -O PROPHAGE_Faecalibacterium_prausnitzii.tar.gz
Prophage,Faecalibacterium sp003449675,wget https://gmpsdb.cn/api/download/prophage/983/download/ -O PROPHAGE_Faecalibacterium_sp003449675.tar.gz
Prophage,Faecalicatena fissicatena,wget https://gmpsdb.cn/api/download/prophage/984/download/ -O PROPHAGE_Faecalicatena_fissicatena.tar.gz
Prophage,Faecalicoccus pleomorphus,wget https://gmpsdb.cn/api/download/prophage/985/download/ -O PROPHAGE_Faecalicoccus_pleomorphus.tar.gz
Prophage,Faecalimonas phoceensis,wget https://gmpsdb.cn/api/download/prophage/986/download/ -O PROPHAGE_Faecalimonas_phoceensis.tar.gz
Prophage,Faecalimonas sp000209385,wget https://gmpsdb.cn/api/download/prophage/987/download/ -O PROPHAGE_Faecalimonas_sp000209385.tar.gz
Prophage,Faecalimonas umbilicata,wget https://gmpsdb.cn/api/download/prophage/988/download/ -O PROPHAGE_Faecalimonas_umbilicata.tar.gz
Prophage,Fimivivens sp900113995,wget https://gmpsdb.cn/api/download/prophage/989/download/ -O PROPHAGE_Fimivivens_sp900113995.tar.gz
Prophage,Flavonifractor plautii,wget https://gmpsdb.cn/api/download/prophage/990/download/ -O PROPHAGE_Flavonifractor_plautii.tar.gz
Prophage,Fusobacterium mortiferum,wget https://gmpsdb.cn/api/download/prophage/991/download/ -O PROPHAGE_Fusobacterium_mortiferum.tar.gz
Prophage,Fusobacterium varium,wget https://gmpsdb.cn/api/download/prophage/992/download/ -O PROPHAGE_Fusobacterium_varium.tar.gz
Prophage,Gemmiger formicilis,wget https://gmpsdb.cn/api/download/prophage/993/download/ -O PROPHAGE_Gemmiger_formicilis.tar.gz
Prophage,Gemmiger sp900540775,wget https://gmpsdb.cn/api/download/prophage/994/download/ -O PROPHAGE_Gemmiger_sp900540775.tar.gz
Prophage,Hungatella effluvii,wget https://gmpsdb.cn/api/download/prophage/995/download/ -O PROPHAGE_Hungatella_effluvii.tar.gz
Prophage,Intestinimonas massiliensis,wget https://gmpsdb.cn/api/download/prophage/996/download/ -O PROPHAGE_Intestinimonas_massiliensis.tar.gz
Prophage,Klebsiella pneumoniae,wget https://gmpsdb.cn/api/download/prophage/997/download/ -O PROPHAGE_Klebsiella_pneumoniae.tar.gz
Prophage,Klebsiella quasipneumoniae,wget https://gmpsdb.cn/api/download/prophage/998/download/ -O PROPHAGE_Klebsiella_quasipneumoniae.tar.gz
Prophage,Lachnospiraceae sp.,wget https://gmpsdb.cn/api/download/prophage/999/download/ -O PROPHAGE_Lachnospiraceae_sp..tar.gz
Prophage,Lachnospiracea sp.,wget https://gmpsdb.cn/api/download/prophage/1000/download/ -O PROPHAGE_Lachnospiracea_sp..tar.gz
Prophage,Lachnospira eligens,wget https://gmpsdb.cn/api/download/prophage/1001/download/ -O PROPHAGE_Lachnospira_eligens.tar.gz
Prophage,Lachnospira sp000437735,wget https://gmpsdb.cn/api/download/prophage/1002/download/ -O PROPHAGE_Lachnospira_sp000437735.tar.gz
Prophage,Lacticaseibacillus paracasei,wget https://gmpsdb.cn/api/download/prophage/1003/download/ -O PROPHAGE_Lacticaseibacillus_paracasei.tar.gz
Prophage,Lactiplantibacillus pentosus,wget https://gmpsdb.cn/api/download/prophage/1004/download/ -O PROPHAGE_Lactiplantibacillus_pentosus.tar.gz
Prophage,Lactobacillus delbrueckii,wget https://gmpsdb.cn/api/download/prophage/1005/download/ -O PROPHAGE_Lactobacillus_delbrueckii.tar.gz
Prophage,Lactococcus lactis,wget https://gmpsdb.cn/api/download/prophage/1006/download/ -O PROPHAGE_Lactococcus_lactis.tar.gz
Prophage,Lactococcus petauri,wget https://gmpsdb.cn/api/download/prophage/1007/download/ -O PROPHAGE_Lactococcus_petauri.tar.gz
Prophage,Lactonifactor sp009677585,wget https://gmpsdb.cn/api/download/prophage/1008/download/ -O PROPHAGE_Lactonifactor_sp009677585.tar.gz
Prophage,Leuconostoc lactis,wget https://gmpsdb.cn/api/download/prophage/1009/download/ -O PROPHAGE_Leuconostoc_lactis.tar.gz
Prophage,Levilactobacillus brevis,wget https://gmpsdb.cn/api/download/prophage/1010/download/ -O PROPHAGE_Levilactobacillus_brevis.tar.gz
Prophage,Ligilactobacillus salivarius,wget https://gmpsdb.cn/api/download/prophage/1011/download/ -O PROPHAGE_Ligilactobacillus_salivarius.tar.gz
Prophage,Limosilactobacillus fermentum,wget https://gmpsdb.cn/api/download/prophage/1012/download/ -O PROPHAGE_Limosilactobacillus_fermentum.tar.gz
Prophage,Limosilactobacillus mucosae,wget https://gmpsdb.cn/api/download/prophage/1013/download/ -O PROPHAGE_Limosilactobacillus_mucosae.tar.gz
Prophage,Lysinibacillus capsici,wget https://gmpsdb.cn/api/download/prophage/1014/download/ -O PROPHAGE_Lysinibacillus_capsici.tar.gz
Prophage,Mediterraneibacter faecis,wget https://gmpsdb.cn/api/download/prophage/1015/download/ -O PROPHAGE_Mediterraneibacter_faecis.tar.gz
Prophage,Mediterraneibacter massiliensis,wget https://gmpsdb.cn/api/download/prophage/1016/download/ -O PROPHAGE_Mediterraneibacter_massiliensis.tar.gz
Prophage,Megamonas funiformis,wget https://gmpsdb.cn/api/download/prophage/1017/download/ -O PROPHAGE_Megamonas_funiformis.tar.gz
Prophage,Megasphaera indica,wget https://gmpsdb.cn/api/download/prophage/1018/download/ -O PROPHAGE_Megasphaera_indica.tar.gz
Prophage,Muricomes contortus,wget https://gmpsdb.cn/api/download/prophage/1019/download/ -O PROPHAGE_Muricomes_contortus.tar.gz
Prophage,Muricomes oroticus,wget https://gmpsdb.cn/api/download/prophage/1020/download/ -O PROPHAGE_Muricomes_oroticus.tar.gz
Prophage,Odoribacter massiliensis,wget https://gmpsdb.cn/api/download/prophage/1021/download/ -O PROPHAGE_Odoribacter_massiliensis.tar.gz
Prophage,Oliverpabstia intestinalis,wget https://gmpsdb.cn/api/download/prophage/1022/download/ -O PROPHAGE_Oliverpabstia_intestinalis.tar.gz
Prophage,Parabacteroides distasonis,wget https://gmpsdb.cn/api/download/prophage/1023/download/ -O PROPHAGE_Parabacteroides_distasonis.tar.gz
Prophage,Parabacteroides faecis,wget https://gmpsdb.cn/api/download/prophage/1024/download/ -O PROPHAGE_Parabacteroides_faecis.tar.gz
Prophage,Parabacteroides goldsteinii,wget https://gmpsdb.cn/api/download/prophage/1025/download/ -O PROPHAGE_Parabacteroides_goldsteinii.tar.gz
Prophage,Parabacteroides johnsonii,wget https://gmpsdb.cn/api/download/prophage/1026/download/ -O PROPHAGE_Parabacteroides_johnsonii.tar.gz
Prophage,Parabacteroides merdae,wget https://gmpsdb.cn/api/download/prophage/1027/download/ -O PROPHAGE_Parabacteroides_merdae.tar.gz
Prophage,Paraclostridium bifermentans,wget https://gmpsdb.cn/api/download/prophage/1028/download/ -O PROPHAGE_Paraclostridium_bifermentans.tar.gz
Prophage,Paraclostridium sordellii,wget https://gmpsdb.cn/api/download/prophage/1029/download/ -O PROPHAGE_Paraclostridium_sordellii.tar.gz
Prophage,Paraprevotella clara,wget https://gmpsdb.cn/api/download/prophage/1030/download/ -O PROPHAGE_Paraprevotella_clara.tar.gz
Prophage,Pediococcus acidilactici,wget https://gmpsdb.cn/api/download/prophage/1031/download/ -O PROPHAGE_Pediococcus_acidilactici.tar.gz
Prophage,Pediococcus stilesii,wget https://gmpsdb.cn/api/download/prophage/1032/download/ -O PROPHAGE_Pediococcus_stilesii.tar.gz
Prophage,Peptacetobacter sp.,wget https://gmpsdb.cn/api/download/prophage/1033/download/ -O PROPHAGE_Peptacetobacter_sp..tar.gz
Prophage,Phocaeicola dorei,wget https://gmpsdb.cn/api/download/prophage/1034/download/ -O PROPHAGE_Phocaeicola_dorei.tar.gz
Prophage,Phocaeicola massiliensis,wget https://gmpsdb.cn/api/download/prophage/1035/download/ -O PROPHAGE_Phocaeicola_massiliensis.tar.gz
Prophage,Phocaeicola sp902388365,wget https://gmpsdb.cn/api/download/prophage/1036/download/ -O PROPHAGE_Phocaeicola_sp902388365.tar.gz
Prophage,Phocaeicola vulgatus,wget https://gmpsdb.cn/api/download/prophage/1037/download/ -O PROPHAGE_Phocaeicola_vulgatus.tar.gz
Prophage,Prevotella copri,wget https://gmpsdb.cn/api/download/prophage/1038/download/ -O PROPHAGE_Prevotella_copri.tar.gz
Prophage,Proteus mirabilis,wget https://gmpsdb.cn/api/download/prophage/1039/download/ -O PROPHAGE_Proteus_mirabilis.tar.gz
Prophage,Pseudoflavonifractor sp.,wget https://gmpsdb.cn/api/download/prophage/1040/download/ -O PROPHAGE_Pseudoflavonifractor_sp..tar.gz
Prophage,Roseburia hominis,wget https://gmpsdb.cn/api/download/prophage/1041/download/ -O PROPHAGE_Roseburia_hominis.tar.gz
Prophage,Ruminococcus bromii,wget https://gmpsdb.cn/api/download/prophage/1042/download/ -O PROPHAGE_Ruminococcus_bromii.tar.gz
Prophage,Ruminococcus gnavus,wget https://gmpsdb.cn/api/download/prophage/1043/download/ -O PROPHAGE_Ruminococcus_gnavus.tar.gz
Prophage,Ruthenibacterium lactatiformans,wget https://gmpsdb.cn/api/download/prophage/1044/download/ -O PROPHAGE_Ruthenibacterium_lactatiformans.tar.gz
Prophage,Schaedlerella sp900066545,wget https://gmpsdb.cn/api/download/prophage/1045/download/ -O PROPHAGE_Schaedlerella_sp900066545.tar.gz
Prophage,Sellimonas intestinalis,wget https://gmpsdb.cn/api/download/prophage/1046/download/ -O PROPHAGE_Sellimonas_intestinalis.tar.gz
Prophage,Streptococcus anginosus,wget https://gmpsdb.cn/api/download/prophage/1047/download/ -O PROPHAGE_Streptococcus_anginosus.tar.gz
Prophage,Streptococcus infantarius,wget https://gmpsdb.cn/api/download/prophage/1048/download/ -O PROPHAGE_Streptococcus_infantarius.tar.gz
Prophage,Streptococcus oralis,wget https://gmpsdb.cn/api/download/prophage/1049/download/ -O PROPHAGE_Streptococcus_oralis.tar.gz
Prophage,Streptococcus parasanguinis,wget https://gmpsdb.cn/api/download/prophage/1050/download/ -O PROPHAGE_Streptococcus_parasanguinis.tar.gz
Prophage,Streptococcus pasteurianus,wget https://gmpsdb.cn/api/download/prophage/1051/download/ -O PROPHAGE_Streptococcus_pasteurianus.tar.gz
Prophage,Streptococcus salivarius,wget https://gmpsdb.cn/api/download/prophage/1052/download/ -O PROPHAGE_Streptococcus_salivarius.tar.gz
Prophage,Streptococcus sp900766505,wget https://gmpsdb.cn/api/download/prophage/1053/download/ -O PROPHAGE_Streptococcus_sp900766505.tar.gz
Prophage,Veillonella atypica,wget https://gmpsdb.cn/api/download/prophage/1054/download/ -O PROPHAGE_Veillonella_atypica.tar.gz
Prophage,Veillonella parvula,wget https://gmpsdb.cn/api/download/prophage/1055/download/ -O PROPHAGE_Veillonella_parvula.tar.gz
Prophage,Weissella confusa,wget https://gmpsdb.cn/api/download/prophage/1056/download/ -O PROPHAGE_Weissella_confusa.tar.gz
All,All Bacteria,wget https://gmpsdb.cn/api/download/all/10/download/ -O All_Bacteria.tar.gz
All,All Phage,wget https://gmpsdb.cn/api/download/all/11/download/ -O All_Phage.tar.gz
All,All ProPhage,wget https://gmpsdb.cn/api/download/all/12/download/ -O All_ProPhage.tar.gz
