Index,Bacteria/Host species,Download link
Bacteria,Desulfovibrio sp. AM18-2,wget https://gmpsdb.cn/api/download/bacteria/5200/download/ -O BACTERIA_Desulfovibrio_sp._AM18-2.tar.gz
Bacteria,Dialister hominis,wget https://gmpsdb.cn/api/download/bacteria/5201/download/ -O BACTERIA_Dialister_hominis.tar.gz
Bacteria,Dialister invisus,wget https://gmpsdb.cn/api/download/bacteria/5202/download/ -O BACTERIA_Dialister_invisus.tar.gz
Bacteria,Dialister succinatiphilus,wget https://gmpsdb.cn/api/download/bacteria/5203/download/ -O BACTERIA_Dialister_succinatiphilus.tar.gz
Bacteria,Dielma fastidiosa,wget https://gmpsdb.cn/api/download/bacteria/5204/download/ -O BACTERIA_Dielma_fastidiosa.tar.gz
Bacteria,Dietzia cinnamea,wget https://gmpsdb.cn/api/download/bacteria/5205/download/ -O BACTERIA_Dietzia_cinnamea.tar.gz
Bacteria,Dorea formicigenerans,wget https://gmpsdb.cn/api/download/bacteria/5206/download/ -O BACTERIA_Dorea_formicigenerans.tar.gz
Bacteria,Dorea longicatena,wget https://gmpsdb.cn/api/download/bacteria/5207/download/ -O BACTERIA_Dorea_longicatena.tar.gz
Bacteria,Dyadobacter beijingensis,wget https://gmpsdb.cn/api/download/bacteria/5208/download/ -O BACTERIA_Dyadobacter_beijingensis.tar.gz
Bacteria,Dyadobacter fermentans,wget https://gmpsdb.cn/api/download/bacteria/5209/download/ -O BACTERIA_Dyadobacter_fermentans.tar.gz
Bacteria,Dysgonomonas gadei,wget https://gmpsdb.cn/api/download/bacteria/5210/download/ -O BACTERIA_Dysgonomonas_gadei.tar.gz
Bacteria,Dysgonomonas mossii,wget https://gmpsdb.cn/api/download/bacteria/5211/download/ -O BACTERIA_Dysgonomonas_mossii.tar.gz
Bacteria,Edwardsiella tarda,wget https://gmpsdb.cn/api/download/bacteria/5212/download/ -O BACTERIA_Edwardsiella_tarda.tar.gz
Bacteria,Eggerthella lenta,wget https://gmpsdb.cn/api/download/bacteria/5213/download/ -O BACTERIA_Eggerthella_lenta.tar.gz
Bacteria,Eggerthia catenaformis,wget https://gmpsdb.cn/api/download/bacteria/5214/download/ -O BACTERIA_Eggerthia_catenaformis.tar.gz
Bacteria,Eikenella corrodens,wget https://gmpsdb.cn/api/download/bacteria/5215/download/ -O BACTERIA_Eikenella_corrodens.tar.gz
Bacteria,Eisenbergiella massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5216/download/ -O BACTERIA_Eisenbergiella_massiliensis.tar.gz
Bacteria,Emergencia timonensis,wget https://gmpsdb.cn/api/download/bacteria/5217/download/ -O BACTERIA_Emergencia_timonensis.tar.gz
Bacteria,Enorma massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5218/download/ -O BACTERIA_Enorma_massiliensis.tar.gz
Bacteria,Enorma timonensis,wget https://gmpsdb.cn/api/download/bacteria/5219/download/ -O BACTERIA_Enorma_timonensis.tar.gz
Bacteria,Enterobacter asburiae,wget https://gmpsdb.cn/api/download/bacteria/5220/download/ -O BACTERIA_Enterobacter_asburiae.tar.gz
Bacteria,Enterobacter cancerogenus,wget https://gmpsdb.cn/api/download/bacteria/5221/download/ -O BACTERIA_Enterobacter_cancerogenus.tar.gz
Bacteria,Enterobacter cloacae,wget https://gmpsdb.cn/api/download/bacteria/5222/download/ -O BACTERIA_Enterobacter_cloacae.tar.gz
Bacteria,Enterobacter hormaechei,wget https://gmpsdb.cn/api/download/bacteria/5223/download/ -O BACTERIA_Enterobacter_hormaechei.tar.gz
Bacteria,Enterobacter ludwigii,wget https://gmpsdb.cn/api/download/bacteria/5224/download/ -O BACTERIA_Enterobacter_ludwigii.tar.gz
Bacteria,Enterobacter roggenkampii,wget https://gmpsdb.cn/api/download/bacteria/5225/download/ -O BACTERIA_Enterobacter_roggenkampii.tar.gz
Bacteria,Enterobacter sp. AM17-18,wget https://gmpsdb.cn/api/download/bacteria/5226/download/ -O BACTERIA_Enterobacter_sp._AM17-18.tar.gz
Bacteria,Enterobacter timonensis,wget https://gmpsdb.cn/api/download/bacteria/5227/download/ -O BACTERIA_Enterobacter_timonensis.tar.gz
Bacteria,Enterobacteriaceae bacterium 9_2_54FAA,wget https://gmpsdb.cn/api/download/bacteria/5228/download/ -O BACTERIA_Enterobacteriaceae_bacterium_9_2_54FAA.tar.gz
Bacteria,Enterocloster aldenensis,wget https://gmpsdb.cn/api/download/bacteria/5229/download/ -O BACTERIA_Enterocloster_aldenensis.tar.gz
Bacteria,Enterocloster asparagiformis,wget https://gmpsdb.cn/api/download/bacteria/5230/download/ -O BACTERIA_Enterocloster_asparagiformis.tar.gz
Bacteria,Enterocloster bolteae,wget https://gmpsdb.cn/api/download/bacteria/5231/download/ -O BACTERIA_Enterocloster_bolteae.tar.gz
Bacteria,Enterocloster citroniae,wget https://gmpsdb.cn/api/download/bacteria/5232/download/ -O BACTERIA_Enterocloster_citroniae.tar.gz
Bacteria,Enterocloster clostridioformis,wget https://gmpsdb.cn/api/download/bacteria/5233/download/ -O BACTERIA_Enterocloster_clostridioformis.tar.gz
Bacteria,Enterocloster lavalensis,wget https://gmpsdb.cn/api/download/bacteria/5234/download/ -O BACTERIA_Enterocloster_lavalensis.tar.gz
Bacteria,Enterococcus asini,wget https://gmpsdb.cn/api/download/bacteria/5235/download/ -O BACTERIA_Enterococcus_asini.tar.gz
Bacteria,Enterococcus avium,wget https://gmpsdb.cn/api/download/bacteria/5236/download/ -O BACTERIA_Enterococcus_avium.tar.gz
Bacteria,Enterococcus caccae,wget https://gmpsdb.cn/api/download/bacteria/5237/download/ -O BACTERIA_Enterococcus_caccae.tar.gz
Bacteria,Enterococcus casseliflavus,wget https://gmpsdb.cn/api/download/bacteria/5238/download/ -O BACTERIA_Enterococcus_casseliflavus.tar.gz
Bacteria,Enterococcus cecorum,wget https://gmpsdb.cn/api/download/bacteria/5239/download/ -O BACTERIA_Enterococcus_cecorum.tar.gz
Bacteria,Enterococcus dispar,wget https://gmpsdb.cn/api/download/bacteria/5240/download/ -O BACTERIA_Enterococcus_dispar.tar.gz
Bacteria,Enterococcus durans,wget https://gmpsdb.cn/api/download/bacteria/5241/download/ -O BACTERIA_Enterococcus_durans.tar.gz
Bacteria,Enterococcus faecalis,wget https://gmpsdb.cn/api/download/bacteria/5242/download/ -O BACTERIA_Enterococcus_faecalis.tar.gz
Bacteria,Enterococcus faecium,wget https://gmpsdb.cn/api/download/bacteria/5243/download/ -O BACTERIA_Enterococcus_faecium.tar.gz
Bacteria,Enterococcus gallinarum,wget https://gmpsdb.cn/api/download/bacteria/5244/download/ -O BACTERIA_Enterococcus_gallinarum.tar.gz
Bacteria,Enterococcus hirae,wget https://gmpsdb.cn/api/download/bacteria/5245/download/ -O BACTERIA_Enterococcus_hirae.tar.gz
Bacteria,Enterococcus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5246/download/ -O BACTERIA_Enterococcus_massiliensis.tar.gz
Bacteria,Enterococcus mundtii,wget https://gmpsdb.cn/api/download/bacteria/5247/download/ -O BACTERIA_Enterococcus_mundtii.tar.gz
Bacteria,Enterococcus phoeniculicola,wget https://gmpsdb.cn/api/download/bacteria/5248/download/ -O BACTERIA_Enterococcus_phoeniculicola.tar.gz
Bacteria,Enterococcus raffinosus cftri2200,wget https://gmpsdb.cn/api/download/bacteria/5249/download/ -O BACTERIA_Enterococcus_raffinosus_cftri2200.tar.gz
Bacteria,Enterococcus saccharolyticus,wget https://gmpsdb.cn/api/download/bacteria/5250/download/ -O BACTERIA_Enterococcus_saccharolyticus.tar.gz
Bacteria,Enteroscipio rubneri,wget https://gmpsdb.cn/api/download/bacteria/5251/download/ -O BACTERIA_Enteroscipio_rubneri.tar.gz
Bacteria,Erysipelatoclostridium ramosum,wget https://gmpsdb.cn/api/download/bacteria/5252/download/ -O BACTERIA_Erysipelatoclostridium_ramosum.tar.gz
Bacteria,Erysipelotrichaceae bacterium 3_1_53,wget https://gmpsdb.cn/api/download/bacteria/5253/download/ -O BACTERIA_Erysipelotrichaceae_bacterium_3_1_53.tar.gz
Bacteria,Erysipelotrichaceae bacterium 5_2_54FAA,wget https://gmpsdb.cn/api/download/bacteria/5254/download/ -O BACTERIA_Erysipelotrichaceae_bacterium_5_2_54FAA.tar.gz
Bacteria,Erysipelotrichaceae bacterium 6_1_45,wget https://gmpsdb.cn/api/download/bacteria/5255/download/ -O BACTERIA_Erysipelotrichaceae_bacterium_6_1_45.tar.gz
Bacteria,Escherichia albertii,wget https://gmpsdb.cn/api/download/bacteria/5256/download/ -O BACTERIA_Escherichia_albertii.tar.gz
Bacteria,Escherichia coli,wget https://gmpsdb.cn/api/download/bacteria/5257/download/ -O BACTERIA_Escherichia_coli.tar.gz
Bacteria,Escherichia fergusonii,wget https://gmpsdb.cn/api/download/bacteria/5258/download/ -O BACTERIA_Escherichia_fergusonii.tar.gz
Bacteria,Escherichia sp. 1_1_43,wget https://gmpsdb.cn/api/download/bacteria/5259/download/ -O BACTERIA_Escherichia_sp._1_1_43.tar.gz
Bacteria,Escherichia sp. 4_1_40B,wget https://gmpsdb.cn/api/download/bacteria/5260/download/ -O BACTERIA_Escherichia_sp._4_1_40B.tar.gz
Bacteria,Escherichia sp. KTE11,wget https://gmpsdb.cn/api/download/bacteria/5261/download/ -O BACTERIA_Escherichia_sp._KTE11.tar.gz
Bacteria,Ethanoligenens harbinense,wget https://gmpsdb.cn/api/download/bacteria/5262/download/ -O BACTERIA_Ethanoligenens_harbinense.tar.gz
Bacteria,Eubacterium brachy,wget https://gmpsdb.cn/api/download/bacteria/5263/download/ -O BACTERIA_Eubacterium_brachy.tar.gz
Bacteria,Eubacterium callanderi,wget https://gmpsdb.cn/api/download/bacteria/5264/download/ -O BACTERIA_Eubacterium_callanderi.tar.gz
Bacteria,Eubacterium ramulus,wget https://gmpsdb.cn/api/download/bacteria/5265/download/ -O BACTERIA_Eubacterium_ramulus.tar.gz
Bacteria,Eubacterium rectale,wget https://gmpsdb.cn/api/download/bacteria/5266/download/ -O BACTERIA_Eubacterium_rectale.tar.gz
Bacteria,Eubacterium saphenum,wget https://gmpsdb.cn/api/download/bacteria/5267/download/ -O BACTERIA_Eubacterium_saphenum.tar.gz
Bacteria,Eubacterium siraeum,wget https://gmpsdb.cn/api/download/bacteria/5268/download/ -O BACTERIA_Eubacterium_siraeum.tar.gz
Bacteria,Eubacterium sp. 3_1_31,wget https://gmpsdb.cn/api/download/bacteria/5269/download/ -O BACTERIA_Eubacterium_sp._3_1_31.tar.gz
Bacteria,Eubacterium sp. AM05-23,wget https://gmpsdb.cn/api/download/bacteria/5270/download/ -O BACTERIA_Eubacterium_sp._AM05-23.tar.gz
Bacteria,Eubacterium sp. AM18-26,wget https://gmpsdb.cn/api/download/bacteria/5271/download/ -O BACTERIA_Eubacterium_sp._AM18-26.tar.gz
Bacteria,Eubacterium sp. SB2,wget https://gmpsdb.cn/api/download/bacteria/5272/download/ -O BACTERIA_Eubacterium_sp._SB2.tar.gz
Bacteria,Eubacterium sulci,wget https://gmpsdb.cn/api/download/bacteria/5273/download/ -O BACTERIA_Eubacterium_sulci.tar.gz
Bacteria,Eubacterium ventriosum,wget https://gmpsdb.cn/api/download/bacteria/5274/download/ -O BACTERIA_Eubacterium_ventriosum.tar.gz
Bacteria,Evtepia gabavorous,wget https://gmpsdb.cn/api/download/bacteria/5275/download/ -O BACTERIA_Evtepia_gabavorous.tar.gz
Bacteria,Exiguobacterium aurantiacum,wget https://gmpsdb.cn/api/download/bacteria/5276/download/ -O BACTERIA_Exiguobacterium_aurantiacum.tar.gz
Bacteria,Ezakiella coagulans,wget https://gmpsdb.cn/api/download/bacteria/5277/download/ -O BACTERIA_Ezakiella_coagulans.tar.gz
Bacteria,Faecalibacillus faecis,wget https://gmpsdb.cn/api/download/bacteria/5278/download/ -O BACTERIA_Faecalibacillus_faecis.tar.gz
Bacteria,Faecalibacterium duncaniae,wget https://gmpsdb.cn/api/download/bacteria/5279/download/ -O BACTERIA_Faecalibacterium_duncaniae.tar.gz
Bacteria,Faecalibacterium prausnitzii,wget https://gmpsdb.cn/api/download/bacteria/5280/download/ -O BACTERIA_Faecalibacterium_prausnitzii.tar.gz
Bacteria,Faecalibacterium sp. AF28-13AC,wget https://gmpsdb.cn/api/download/bacteria/5281/download/ -O BACTERIA_Faecalibacterium_sp._AF28-13AC.tar.gz
Bacteria,Faecalibacterium sp. OF03-6AC,wget https://gmpsdb.cn/api/download/bacteria/5282/download/ -O BACTERIA_Faecalibacterium_sp._OF03-6AC.tar.gz
Bacteria,Faecalibacterium sp. OF04-11AC,wget https://gmpsdb.cn/api/download/bacteria/5283/download/ -O BACTERIA_Faecalibacterium_sp._OF04-11AC.tar.gz
Bacteria,Faecalitalea cylindroides,wget https://gmpsdb.cn/api/download/bacteria/5284/download/ -O BACTERIA_Faecalitalea_cylindroides.tar.gz
Bacteria,Fenollaria timonensis,wget https://gmpsdb.cn/api/download/bacteria/5285/download/ -O BACTERIA_Fenollaria_timonensis.tar.gz
Bacteria,Filifactor alocis,wget https://gmpsdb.cn/api/download/bacteria/5286/download/ -O BACTERIA_Filifactor_alocis.tar.gz
Bacteria,Finegoldia magna,wget https://gmpsdb.cn/api/download/bacteria/5287/download/ -O BACTERIA_Finegoldia_magna.tar.gz
Bacteria,Finegoldia sp. BIOML-A4,wget https://gmpsdb.cn/api/download/bacteria/5288/download/ -O BACTERIA_Finegoldia_sp._BIOML-A4.tar.gz
Bacteria,Firmicutes bacterium AF19-2LB,wget https://gmpsdb.cn/api/download/bacteria/5289/download/ -O BACTERIA_Firmicutes_bacterium_AF19-2LB.tar.gz
Bacteria,Firmicutes bacterium OM04-13BH,wget https://gmpsdb.cn/api/download/bacteria/5290/download/ -O BACTERIA_Firmicutes_bacterium_OM04-13BH.tar.gz
Bacteria,Flaviflexus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5291/download/ -O BACTERIA_Flaviflexus_massiliensis.tar.gz
Bacteria,Flavonifractor plautii,wget https://gmpsdb.cn/api/download/bacteria/5292/download/ -O BACTERIA_Flavonifractor_plautii.tar.gz
Bacteria,Fournierella massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5293/download/ -O BACTERIA_Fournierella_massiliensis.tar.gz
Bacteria,Fusobacterium gonidiaformans,wget https://gmpsdb.cn/api/download/bacteria/5294/download/ -O BACTERIA_Fusobacterium_gonidiaformans.tar.gz
Bacteria,Fusobacterium massiliense,wget https://gmpsdb.cn/api/download/bacteria/5295/download/ -O BACTERIA_Fusobacterium_massiliense.tar.gz
Bacteria,Fusobacterium mortiferum,wget https://gmpsdb.cn/api/download/bacteria/5296/download/ -O BACTERIA_Fusobacterium_mortiferum.tar.gz
Bacteria,Fusobacterium necrophorum,wget https://gmpsdb.cn/api/download/bacteria/5297/download/ -O BACTERIA_Fusobacterium_necrophorum.tar.gz
Bacteria,Fusobacterium nucleatum,wget https://gmpsdb.cn/api/download/bacteria/5298/download/ -O BACTERIA_Fusobacterium_nucleatum.tar.gz
Bacteria,Fusobacterium periodonticum,wget https://gmpsdb.cn/api/download/bacteria/5299/download/ -O BACTERIA_Fusobacterium_periodonticum.tar.gz
Bacteria,Fusobacterium russii,wget https://gmpsdb.cn/api/download/bacteria/5300/download/ -O BACTERIA_Fusobacterium_russii.tar.gz
Bacteria,Fusobacterium ulcerans,wget https://gmpsdb.cn/api/download/bacteria/5301/download/ -O BACTERIA_Fusobacterium_ulcerans.tar.gz
Bacteria,Fusobacterium varium,wget https://gmpsdb.cn/api/download/bacteria/5302/download/ -O BACTERIA_Fusobacterium_varium.tar.gz
Bacteria,Gabonia massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5303/download/ -O BACTERIA_Gabonia_massiliensis.tar.gz
Bacteria,Gabonibacter massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5304/download/ -O BACTERIA_Gabonibacter_massiliensis.tar.gz
Bacteria,Gemella haemolysans,wget https://gmpsdb.cn/api/download/bacteria/5305/download/ -O BACTERIA_Gemella_haemolysans.tar.gz
Bacteria,Gemella morbillorum,wget https://gmpsdb.cn/api/download/bacteria/5306/download/ -O BACTERIA_Gemella_morbillorum.tar.gz
Bacteria,Gemella sanguinis,wget https://gmpsdb.cn/api/download/bacteria/5307/download/ -O BACTERIA_Gemella_sanguinis.tar.gz
Bacteria,Geobacillus stearothermophilus,wget https://gmpsdb.cn/api/download/bacteria/5308/download/ -O BACTERIA_Geobacillus_stearothermophilus.tar.gz
Bacteria,Geobacillus vulcani,wget https://gmpsdb.cn/api/download/bacteria/5309/download/ -O BACTERIA_Geobacillus_vulcani.tar.gz
Bacteria,Gordonia rubripertincta,wget https://gmpsdb.cn/api/download/bacteria/5310/download/ -O BACTERIA_Gordonia_rubripertincta.tar.gz
Bacteria,Gordonia terrae,wget https://gmpsdb.cn/api/download/bacteria/5311/download/ -O BACTERIA_Gordonia_terrae.tar.gz
Bacteria,Gordonibacter massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5312/download/ -O BACTERIA_Gordonibacter_massiliensis.tar.gz
Bacteria,Gordonibacter pamelaeae,wget https://gmpsdb.cn/api/download/bacteria/5313/download/ -O BACTERIA_Gordonibacter_pamelaeae.tar.gz
Bacteria,Gordonibacter urolithinfaciens,wget https://gmpsdb.cn/api/download/bacteria/5314/download/ -O BACTERIA_Gordonibacter_urolithinfaciens.tar.gz
Bacteria,Gorillibacterium timonense,wget https://gmpsdb.cn/api/download/bacteria/5315/download/ -O BACTERIA_Gorillibacterium_timonense.tar.gz
Bacteria,Gracilibacillus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5316/download/ -O BACTERIA_Gracilibacillus_massiliensis.tar.gz
Bacteria,Gracilibacillus timonensis,wget https://gmpsdb.cn/api/download/bacteria/5317/download/ -O BACTERIA_Gracilibacillus_timonensis.tar.gz
Bacteria,Granulicatella adiacens,wget https://gmpsdb.cn/api/download/bacteria/5318/download/ -O BACTERIA_Granulicatella_adiacens.tar.gz
Bacteria,Granulicatella elegans,wget https://gmpsdb.cn/api/download/bacteria/5319/download/ -O BACTERIA_Granulicatella_elegans.tar.gz
Bacteria,Grimontia hollisae,wget https://gmpsdb.cn/api/download/bacteria/5320/download/ -O BACTERIA_Grimontia_hollisae.tar.gz
Bacteria,Haemophilus haemolyticus,wget https://gmpsdb.cn/api/download/bacteria/5321/download/ -O BACTERIA_Haemophilus_haemolyticus.tar.gz
Bacteria,Haemophilus influenzae,wget https://gmpsdb.cn/api/download/bacteria/5322/download/ -O BACTERIA_Haemophilus_influenzae.tar.gz
Bacteria,Haemophilus parainfluenzae,wget https://gmpsdb.cn/api/download/bacteria/5323/download/ -O BACTERIA_Haemophilus_parainfluenzae.tar.gz
Bacteria,Haemophilus sputorum,wget https://gmpsdb.cn/api/download/bacteria/5324/download/ -O BACTERIA_Haemophilus_sputorum.tar.gz
Bacteria,Hafnia alvei,wget https://gmpsdb.cn/api/download/bacteria/5325/download/ -O BACTERIA_Hafnia_alvei.tar.gz
Bacteria,Halalkalibacterium halodurans,wget https://gmpsdb.cn/api/download/bacteria/5326/download/ -O BACTERIA_Halalkalibacterium_halodurans.tar.gz
Bacteria,Helicobacter acinonychis,wget https://gmpsdb.cn/api/download/bacteria/5327/download/ -O BACTERIA_Helicobacter_acinonychis.tar.gz
Bacteria,Helicobacter bilis,wget https://gmpsdb.cn/api/download/bacteria/5328/download/ -O BACTERIA_Helicobacter_bilis.tar.gz
Bacteria,Helicobacter bizzozeronii,wget https://gmpsdb.cn/api/download/bacteria/5329/download/ -O BACTERIA_Helicobacter_bizzozeronii.tar.gz
Bacteria,Helicobacter canadensis,wget https://gmpsdb.cn/api/download/bacteria/5330/download/ -O BACTERIA_Helicobacter_canadensis.tar.gz
Bacteria,Helicobacter canis,wget https://gmpsdb.cn/api/download/bacteria/5331/download/ -O BACTERIA_Helicobacter_canis.tar.gz
Bacteria,Helicobacter cinaedi,wget https://gmpsdb.cn/api/download/bacteria/5332/download/ -O BACTERIA_Helicobacter_cinaedi.tar.gz
Bacteria,Helicobacter macacae,wget https://gmpsdb.cn/api/download/bacteria/5333/download/ -O BACTERIA_Helicobacter_macacae.tar.gz
Bacteria,Helicobacter pullorum,wget https://gmpsdb.cn/api/download/bacteria/5334/download/ -O BACTERIA_Helicobacter_pullorum.tar.gz
Bacteria,Helicobacter pylori,wget https://gmpsdb.cn/api/download/bacteria/5335/download/ -O BACTERIA_Helicobacter_pylori.tar.gz
Bacteria,Helicobacter winghamensis,wget https://gmpsdb.cn/api/download/bacteria/5336/download/ -O BACTERIA_Helicobacter_winghamensis.tar.gz
Bacteria,Holdemanella biformis,wget https://gmpsdb.cn/api/download/bacteria/5337/download/ -O BACTERIA_Holdemanella_biformis.tar.gz
Bacteria,Holdemania filiformis,wget https://gmpsdb.cn/api/download/bacteria/5338/download/ -O BACTERIA_Holdemania_filiformis.tar.gz
Bacteria,Holdemania massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5339/download/ -O BACTERIA_Holdemania_massiliensis.tar.gz
Bacteria,Hungatella hathewayi,wget https://gmpsdb.cn/api/download/bacteria/5340/download/ -O BACTERIA_Hungatella_hathewayi.tar.gz
Bacteria,Hydrogeniiclostidium mannosilyticum,wget https://gmpsdb.cn/api/download/bacteria/5341/download/ -O BACTERIA_Hydrogeniiclostidium_mannosilyticum.tar.gz
Bacteria,Intestinibacter bartlettii,wget https://gmpsdb.cn/api/download/bacteria/5342/download/ -O BACTERIA_Intestinibacter_bartlettii.tar.gz
Bacteria,Intestinimonas butyriciproducens,wget https://gmpsdb.cn/api/download/bacteria/5343/download/ -O BACTERIA_Intestinimonas_butyriciproducens.tar.gz
Bacteria,Intestinimonas massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5344/download/ -O BACTERIA_Intestinimonas_massiliensis.tar.gz
Bacteria,Kallipyga gabonensis,wget https://gmpsdb.cn/api/download/bacteria/5345/download/ -O BACTERIA_Kallipyga_gabonensis.tar.gz
Bacteria,Kallipyga massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5346/download/ -O BACTERIA_Kallipyga_massiliensis.tar.gz
Bacteria,Kandleria vitulina,wget https://gmpsdb.cn/api/download/bacteria/5347/download/ -O BACTERIA_Kandleria_vitulina.tar.gz
Bacteria,Kingella oralis,wget https://gmpsdb.cn/api/download/bacteria/5348/download/ -O BACTERIA_Kingella_oralis.tar.gz
Bacteria,Klebsiella aerogenes,wget https://gmpsdb.cn/api/download/bacteria/5349/download/ -O BACTERIA_Klebsiella_aerogenes.tar.gz
Bacteria,Klebsiella oxytoca KONIH1,wget https://gmpsdb.cn/api/download/bacteria/5350/download/ -O BACTERIA_Klebsiella_oxytoca_KONIH1.tar.gz
Bacteria,Klebsiella pneumoniae,wget https://gmpsdb.cn/api/download/bacteria/5351/download/ -O BACTERIA_Klebsiella_pneumoniae.tar.gz
Bacteria,Klebsiella quasipneumoniae,wget https://gmpsdb.cn/api/download/bacteria/5352/download/ -O BACTERIA_Klebsiella_quasipneumoniae.tar.gz
Bacteria,Klebsiella variicola,wget https://gmpsdb.cn/api/download/bacteria/5353/download/ -O BACTERIA_Klebsiella_variicola.tar.gz
Bacteria,Kluyvera ascorbata,wget https://gmpsdb.cn/api/download/bacteria/5354/download/ -O BACTERIA_Kluyvera_ascorbata.tar.gz
Bacteria,Kluyvera genomosp. 2,wget https://gmpsdb.cn/api/download/bacteria/5355/download/ -O BACTERIA_Kluyvera_genomosp._2.tar.gz
Bacteria,Kocuria palustris,wget https://gmpsdb.cn/api/download/bacteria/5356/download/ -O BACTERIA_Kocuria_palustris.tar.gz
Bacteria,Kocuria rhizophila,wget https://gmpsdb.cn/api/download/bacteria/5357/download/ -O BACTERIA_Kocuria_rhizophila.tar.gz
Bacteria,Kurthia massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5358/download/ -O BACTERIA_Kurthia_massiliensis.tar.gz
Bacteria,Kurthia senegalensis,wget https://gmpsdb.cn/api/download/bacteria/5359/download/ -O BACTERIA_Kurthia_senegalensis.tar.gz
Bacteria,Kytococcus sedentarius,wget https://gmpsdb.cn/api/download/bacteria/5360/download/ -O BACTERIA_Kytococcus_sedentarius.tar.gz
Bacteria,Lachnoanaerobaculum umeaense,wget https://gmpsdb.cn/api/download/bacteria/5361/download/ -O BACTERIA_Lachnoanaerobaculum_umeaense.tar.gz
Bacteria,Lachnoclostridium edouardi,wget https://gmpsdb.cn/api/download/bacteria/5362/download/ -O BACTERIA_Lachnoclostridium_edouardi.tar.gz
Bacteria,Lachnospira eligens,wget https://gmpsdb.cn/api/download/bacteria/5363/download/ -O BACTERIA_Lachnospira_eligens.tar.gz
Bacteria,Lachnospira multipara,wget https://gmpsdb.cn/api/download/bacteria/5364/download/ -O BACTERIA_Lachnospira_multipara.tar.gz
Bacteria,Lachnospiraceae bacterium 1_4_56FAA,wget https://gmpsdb.cn/api/download/bacteria/5365/download/ -O BACTERIA_Lachnospiraceae_bacterium_1_4_56FAA.tar.gz
Bacteria,Lachnospiraceae bacterium 2_1_58FAA,wget https://gmpsdb.cn/api/download/bacteria/5366/download/ -O BACTERIA_Lachnospiraceae_bacterium_2_1_58FAA.tar.gz
Bacteria,Lachnospiraceae bacterium 3_1_46FAA,wget https://gmpsdb.cn/api/download/bacteria/5367/download/ -O BACTERIA_Lachnospiraceae_bacterium_3_1_46FAA.tar.gz
Bacteria,Lachnospiraceae bacterium 5_1_63FAA,wget https://gmpsdb.cn/api/download/bacteria/5368/download/ -O BACTERIA_Lachnospiraceae_bacterium_5_1_63FAA.tar.gz
Bacteria,Lachnospiraceae bacterium 8_1_57FAA,wget https://gmpsdb.cn/api/download/bacteria/5369/download/ -O BACTERIA_Lachnospiraceae_bacterium_8_1_57FAA.tar.gz
Bacteria,Lacrimispora indolis,wget https://gmpsdb.cn/api/download/bacteria/5370/download/ -O BACTERIA_Lacrimispora_indolis.tar.gz
Bacteria,Lacrimispora saccharolytica,wget https://gmpsdb.cn/api/download/bacteria/5371/download/ -O BACTERIA_Lacrimispora_saccharolytica.tar.gz
Bacteria,Lacticaseibacillus casei,wget https://gmpsdb.cn/api/download/bacteria/5372/download/ -O BACTERIA_Lacticaseibacillus_casei.tar.gz
Bacteria,Lacticaseibacillus paracasei,wget https://gmpsdb.cn/api/download/bacteria/5373/download/ -O BACTERIA_Lacticaseibacillus_paracasei.tar.gz
Bacteria,Lacticaseibacillus rhamnosus,wget https://gmpsdb.cn/api/download/bacteria/5374/download/ -O BACTERIA_Lacticaseibacillus_rhamnosus.tar.gz
Bacteria,Lacticaseibacillus saniviri,wget https://gmpsdb.cn/api/download/bacteria/5375/download/ -O BACTERIA_Lacticaseibacillus_saniviri.tar.gz
Bacteria,Lactiplantibacillus plantarum,wget https://gmpsdb.cn/api/download/bacteria/5376/download/ -O BACTERIA_Lactiplantibacillus_plantarum.tar.gz
Bacteria,Lactobacillus acidophilus,wget https://gmpsdb.cn/api/download/bacteria/5377/download/ -O BACTERIA_Lactobacillus_acidophilus.tar.gz
Bacteria,Lactobacillus amylolyticus,wget https://gmpsdb.cn/api/download/bacteria/5378/download/ -O BACTERIA_Lactobacillus_amylolyticus.tar.gz
Bacteria,Lactobacillus amylovorus,wget https://gmpsdb.cn/api/download/bacteria/5379/download/ -O BACTERIA_Lactobacillus_amylovorus.tar.gz
Bacteria,Lactobacillus crispatus,wget https://gmpsdb.cn/api/download/bacteria/5380/download/ -O BACTERIA_Lactobacillus_crispatus.tar.gz
Bacteria,Lactobacillus delbrueckii,wget https://gmpsdb.cn/api/download/bacteria/5381/download/ -O BACTERIA_Lactobacillus_delbrueckii.tar.gz
